gene_index	gene_id	gene_symbol
29830	ENSG00000186919	ZACN
29831	ENSG00000182687	GALR2
29832	ENSG00000182473	EXOC7
29833	ENSG00000129654	FOXJ1
29834	ENSG00000267128	RNF157-AS1
29835	ENSG00000141576	RNF157
29836	ENSG00000185262	UBALD2
29837	ENSG00000129646	QRICH2
29838	ENSG00000161542	PRPSAP1
29839	ENSG00000176170	SPHK1
29840	ENSG00000175931	UBE2O
29841	ENSG00000129673	AANAT
29842	ENSG00000129667	RHBDF2
29843	ENSG00000161544	CYGB
29844	ENSG00000214140	PRCD
29845	ENSG00000267546	AC015802.4
29846	ENSG00000267543	AC015802.3
29847	ENSG00000272386	AC015802.5
29848	ENSG00000163597	SNHG16
29849	ENSG00000284526	AC015802.6
29850	ENSG00000070731	ST6GALNAC2
29851	ENSG00000267078	AC015802.1
29852	ENSG00000286750	AC015802.7
29853	ENSG00000070526	ST6GALNAC1
29854	ENSG00000261335	AC005837.1
29855	ENSG00000182534	MXRA7
29856	ENSG00000277382	AC005837.4
29857	ENSG00000070495	JMJD6
29858	ENSG00000181038	METTL23
29859	ENSG00000161547	SRSF2
29860	ENSG00000092931	MFSD11
29861	ENSG00000267065	LINC02080
29862	ENSG00000287836	AC016168.4
29863	ENSG00000267535	LINC00868
29864	ENSG00000167889	MGAT5B
29865	ENSG00000267568	AC016168.2
29866	ENSG00000267521	AC016168.1
29867	ENSG00000234912	SNHG20
29868	ENSG00000129657	SEC14L1
29869	ENSG00000263718	SEPTIN9-DT
29870	ENSG00000265121	AC068594.1
29871	ENSG00000184640	SEPTIN9
29872	ENSG00000266998	AC111182.1
29873	ENSG00000287257	AC111182.2
29874	ENSG00000267263	AC111170.2
29875	ENSG00000267016	AC111170.1
29876	ENSG00000267665	AC021683.3
29877	ENSG00000267506	AC021683.2
29878	ENSG00000286534	AC021683.6
29879	ENSG00000267466	AC021683.1
29880	ENSG00000285535	AC021683.5
29881	ENSG00000267790	LINC01987
29882	ENSG00000204283	LINC01973
29883	ENSG00000078687	TNRC6C
29884	ENSG00000204282	TNRC6C-AS1
29885	ENSG00000141524	TMC6
29886	ENSG00000167895	TMC8
29887	ENSG00000187997	C17orf99
29888	ENSG00000108639	SYNGR2
29889	ENSG00000167900	TK1
29890	ENSG00000183077	AFMID
29891	ENSG00000089685	BIRC5
29892	ENSG00000204278	TMEM235
29893	ENSG00000283914	AC087645.4
29894	ENSG00000204277	LINC01993
29895	ENSG00000267737	AC087645.2
29896	ENSG00000184557	SOCS3
29897	ENSG00000266970	AC061992.2
29898	ENSG00000087157	PGS1
29899	ENSG00000187775	DNAH17
29900	ENSG00000267432	DNAH17-AS1
29901	ENSG00000267123	SCAT1
29902	ENSG00000108669	CYTH1
29903	ENSG00000055483	USP36
29904	ENSG00000287539	AC022966.2
29905	ENSG00000035862	TIMP2
29906	ENSG00000267601	AC022966.1
29907	ENSG00000178404	CEP295NL
29908	ENSG00000267491	AC100788.1
29909	ENSG00000108679	LGALS3BP
29910	ENSG00000171302	CANT1
29911	ENSG00000265096	C1QTNF1-AS1
29912	ENSG00000173918	C1QTNF1
29913	ENSG00000167280	ENGASE
29914	ENSG00000167281	RBFOX3
29915	ENSG00000266711	AC021534.1
29916	ENSG00000263278	AC233701.1
29917	ENSG00000267719	LINC02078
29918	ENSG00000182156	ENPP7
29919	ENSG00000173894	CBX2
29920	ENSG00000141570	CBX8
29921	ENSG00000262768	AC100791.2
29922	ENSG00000262772	LINC01977
29923	ENSG00000141582	CBX4
29924	ENSG00000262343	AC100791.1
29925	ENSG00000262585	LINC01979
29926	ENSG00000262188	LINC01978
29927	ENSG00000167291	TBC1D16
29928	ENSG00000275516	AC100791.3
29929	ENSG00000262172	AC116025.2
29930	ENSG00000261978	AC116025.1
29931	ENSG00000141519	CCDC40
29932	ENSG00000171298	GAA
29933	ENSG00000141543	EIF4A3
29934	ENSG00000275479	AC087741.2
29935	ENSG00000141527	CARD14
29936	ENSG00000262580	AC087741.1
29937	ENSG00000181523	SGSH
29938	ENSG00000181045	SLC26A11
29939	ENSG00000173821	RNF213
29940	ENSG00000262979	AC124319.1
29941	ENSG00000276863	AC124319.2
29942	ENSG00000263069	RNF213-AS1
29943	ENSG00000173818	ENDOV
29944	ENSG00000260369	AC120024.1
29945	ENSG00000171246	NPTX1
29946	ENSG00000141564	RPTOR
29947	ENSG00000262833	AC016245.1
29948	ENSG00000287403	AC016245.2
29949	ENSG00000262313	AC127496.3
29950	ENSG00000262662	AC127496.4
29951	ENSG00000261924	AC127496.1
29952	ENSG00000176108	CHMP6
29953	ENSG00000263218	AC127496.6
29954	ENSG00000262873	AC127496.5
29955	ENSG00000262098	AC127496.2
29956	ENSG00000226137	BAIAP2-DT
29957	ENSG00000175866	BAIAP2
29958	ENSG00000181409	AATK
29959	ENSG00000263167	AC115099.1
29960	ENSG00000225180	PVALEF
29961	ENSG00000141577	CEP131
29962	ENSG00000262115	AC027601.3
29963	ENSG00000167302	TEPSIN
29964	ENSG00000260005	AC027601.2
29965	ENSG00000224877	NDUFAF8
29966	ENSG00000157637	SLC38A10
29967	ENSG00000276101	AC027601.4
29968	ENSG00000185168	LINC00482
29969	ENSG00000185332	AC027601.1
29970	ENSG00000287431	AC027601.6
29971	ENSG00000263154	AC110285.3
29972	ENSG00000262223	AC110285.1
29973	ENSG00000274833	AC110285.5
29974	ENSG00000262877	AC110285.2
29975	ENSG00000266074	BAHCC1
29976	ENSG00000263271	AC110285.4
29977	ENSG00000278200	LINC01971
29978	ENSG00000184009	ACTG1
29979	ENSG00000229848	AC139149.1
29980	ENSG00000186765	FSCN2
29981	ENSG00000185504	FAAP100
29982	ENSG00000182446	NPLOC4
29983	ENSG00000182612	TSPAN10
29984	ENSG00000185527	PDE6G
29985	ENSG00000204237	OXLD1
29986	ENSG00000185298	CCDC137
29987	ENSG00000214087	ARL16
29988	ENSG00000185359	HGS
29989	ENSG00000275902	AC139530.3
29990	ENSG00000262049	AC139530.1
29991	ENSG00000262814	MRPL12
29992	ENSG00000183048	SLC25A10
29993	ENSG00000215644	GCGR
29994	ENSG00000225663	MCRIP1
29995	ENSG00000182676	PPP1R27
29996	ENSG00000185624	P4HB
29997	ENSG00000262831	AC145207.3
29998	ENSG00000262413	AC145207.2
29999	ENSG00000141522	ARHGDIA
30000	ENSG00000263731	AC145207.5
30001	ENSG00000263859	AC145207.6
30002	ENSG00000183684	ALYREF
30003	ENSG00000141552	ANAPC11
30004	ENSG00000183979	NPB
30005	ENSG00000185813	PCYT2
30006	ENSG00000187531	SIRT7
30007	ENSG00000197063	MAFG
30008	ENSG00000264769	AC145207.8
30009	ENSG00000265688	MAFG-DT
30010	ENSG00000183010	PYCR1
30011	ENSG00000263585	AC145207.4
30012	ENSG00000185105	MYADML2
30013	ENSG00000235296	AC145207.1
30014	ENSG00000185269	NOTUM
30015	ENSG00000264735	AC145207.7
30016	ENSG00000169696	ASPSCR1
30017	ENSG00000169689	CENPX
30018	ENSG00000169683	LRRC45
30019	ENSG00000169750	RAC3
30020	ENSG00000169738	DCXR
30021	ENSG00000264569	DCXR-DT
30022	ENSG00000169733	RFNG
30023	ENSG00000169727	GPS1
30024	ENSG00000169718	DUS1L
30025	ENSG00000169710	FASN
30026	ENSG00000176155	CCDC57
30027	ENSG00000265678	AC129510.1
30028	ENSG00000266654	AC129510.2
30029	ENSG00000264548	AC132872.2
30030	ENSG00000141526	SLC16A3
30031	ENSG00000141551	CSNK1D
30032	ENSG00000275888	AC132872.3
30033	ENSG00000287737	AC132872.5
30034	ENSG00000265692	LINC01970
30035	ENSG00000260563	AC132872.1
30036	ENSG00000173762	CD7
30037	ENSG00000141574	SECTM1
30038	ENSG00000182459	TEX19
30039	ENSG00000181408	UTS2R
30040	ENSG00000260011	AC132938.1
30041	ENSG00000181396	OGFOD3
30042	ENSG00000264812	AC132938.2
30043	ENSG00000169660	HEXD
30044	ENSG00000279066	HEXD-IT1
30045	ENSG00000178927	CYBC1
30046	ENSG00000287193	AC132938.6
30047	ENSG00000265458	AC132938.3
30048	ENSG00000141562	NARF
30049	ENSG00000266445	NARF-AS1
30050	ENSG00000266236	NARF-IT1
30051	ENSG00000141568	FOXK2
30052	ENSG00000262652	AC124283.3
30053	ENSG00000262147	AC124283.2
30054	ENSG00000261845	AC124283.1
30055	ENSG00000141580	WDR45B
30056	ENSG00000141542	RAB40B
30057	ENSG00000263063	AC024361.2
30058	ENSG00000141560	FN3KRP
30059	ENSG00000263321	AC024361.3
30060	ENSG00000167363	FN3K
30061	ENSG00000262410	AC024361.1
30062	ENSG00000141556	TBCD
30063	ENSG00000263098	AC068014.1
30064	ENSG00000141579	ZNF750
30065	ENSG00000262663	AC087222.1
30066	ENSG00000175711	B3GNTL1
30067	ENSG00000262339	AC130371.1
30068	ENSG00000176845	METRNL
30069	ENSG00000274370	AC130371.2
30070	ENSG00000261888	AC144831.1
30071	ENSG00000262898	AC139099.2
30072	ENSG00000262094	AC139099.1
30073	ENSG00000262352	LINC02564
30074	ENSG00000263305	AP005530.1
30075	ENSG00000173213	TUBB8P12
30076	ENSG00000282965	AP001005.3
30077	ENSG00000101557	USP14
30078	ENSG00000079134	THOC1
30079	ENSG00000263884	AP000845.1
30080	ENSG00000264514	AP000915.1
30081	ENSG00000158270	COLEC12
30082	ENSG00000265477	AP000915.2
30083	ENSG00000264265	LINC01925
30084	ENSG00000177143	CETN1
30085	ENSG00000079101	CLUL1
30086	ENSG00000176912	TYMSOS
30087	ENSG00000266456	AP001178.3
30088	ENSG00000263727	AP001178.1
30089	ENSG00000176890	TYMS
30090	ENSG00000132199	ENOSF1
30091	ENSG00000265490	AP001178.2
30092	ENSG00000176105	YES1
30093	ENSG00000266171	AP001020.3
30094	ENSG00000264339	AP001020.1
30095	ENSG00000264635	AP001020.2
30096	ENSG00000273355	AP000894.4
30097	ENSG00000265671	AP000894.3
30098	ENSG00000265179	AP000894.2
30099	ENSG00000141433	ADCYAP1
30100	ENSG00000259837	LINC01904
30101	ENSG00000272461	AP005328.1
30102	ENSG00000263551	AP000829.1
30103	ENSG00000132204	LINC00470
30104	ENSG00000266602	AP005262.2
30105	ENSG00000266450	AC019183.1
30106	ENSG00000264080	AP005057.1
30107	ENSG00000263745	AP005230.1
30108	ENSG00000286975	AP005136.4
30109	ENSG00000101574	METTL4
30110	ENSG00000266783	AP005136.3
30111	ENSG00000080986	NDC80
30112	ENSG00000101596	SMCHD1
30113	ENSG00000266049	AP001011.1
30114	ENSG00000132205	EMILIN2
30115	ENSG00000101577	LPIN2
30116	ENSG00000272625	AP000919.4
30117	ENSG00000265907	AP000919.2
30118	ENSG00000266397	AP000919.3
30119	ENSG00000101605	MYOM1
30120	ENSG00000265399	AP005329.2
30121	ENSG00000272688	AP005329.3
30122	ENSG00000101608	MYL12A
30123	ENSG00000264235	AP005329.1
30124	ENSG00000118680	MYL12B
30125	ENSG00000266578	AP001025.1
30126	ENSG00000259256	LINC01895
30127	ENSG00000265243	IGLJCOR18
30128	ENSG00000177426	TGIF1
30129	ENSG00000266835	GAPLINC
30130	ENSG00000170579	DLGAP1
30131	ENSG00000177337	DLGAP1-AS1
30132	ENSG00000262001	DLGAP1-AS2
30133	ENSG00000266401	AP002478.1
30134	ENSG00000266513	AP002478.2
30135	ENSG00000263724	DLGAP1-AS3
30136	ENSG00000263878	DLGAP1-AS4
30137	ENSG00000261520	DLGAP1-AS5
30138	ENSG00000266268	AP005203.1
30139	ENSG00000265514	LINC01892
30140	ENSG00000231824	AKAIN1
30141	ENSG00000266153	AP005380.1
30142	ENSG00000285575	AP001496.4
30143	ENSG00000265091	AP001496.2
30144	ENSG00000264575	LINC00526
30145	ENSG00000263753	LINC00667
30146	ENSG00000198081	ZBTB14
30147	ENSG00000264254	AP001496.1
30148	ENSG00000266288	AP005671.1
30149	ENSG00000082397	EPB41L3
30150	ENSG00000265316	AP005059.2
30151	ENSG00000264000	AP005059.1
30152	ENSG00000261738	MIR3976HG
30153	ENSG00000206432	TMEM200C
30154	ENSG00000264449	AP001021.1
30155	ENSG00000266846	AP001021.3
30156	ENSG00000154655	L3MBTL4
30157	ENSG00000265487	AP001021.2
30158	ENSG00000264707	L3MBTL4-AS1
30159	ENSG00000266065	AP005202.2
30160	ENSG00000265944	LINC01387
30161	ENSG00000265174	AP005202.1
30162	ENSG00000261627	AP005205.1
30163	ENSG00000266441	AP005205.2
30164	ENSG00000088756	ARHGAP28
30165	ENSG00000287834	AP005210.2
30166	ENSG00000263797	AP005210.1
30167	ENSG00000265933	LINC00668
30168	ENSG00000101680	LAMA1
30169	ENSG00000265069	AP002409.1
30170	ENSG00000264475	AP005062.1
30171	ENSG00000206422	LRRC30
30172	ENSG00000286126	AP001095.1
30173	ENSG00000173482	PTPRM
30174	ENSG00000266767	AP000897.2
30175	ENSG00000264596	AP000897.1
30176	ENSG00000286627	AP005900.1
30177	ENSG00000286649	AC006566.2
30178	ENSG00000273368	AC006566.1
30179	ENSG00000266149	AP001094.3
30180	ENSG00000265413	AP001094.2
30181	ENSG00000263970	AP001094.1
30182	ENSG00000206418	RAB12
30183	ENSG00000266708	AP001793.1
30184	ENSG00000265962	GACAT2
30185	ENSG00000168502	MTCL1
30186	ENSG00000272788	AP000864.1
30187	ENSG00000287719	AP001531.1
30188	ENSG00000286765	AP005899.2
30189	ENSG00000178127	NDUFV2
30190	ENSG00000263847	AP005899.1
30191	ENSG00000266053	NDUFV2-AS1
30192	ENSG00000101745	ANKRD12
30193	ENSG00000273284	AP001033.2
30194	ENSG00000264964	AP001033.1
30195	ENSG00000128791	TWSG1
30196	ENSG00000287509	AP001033.3
30197	ENSG00000273335	AP005432.2
30198	ENSG00000017797	RALBP1
30199	ENSG00000266805	AP005432.1
30200	ENSG00000154845	PPP4R1
30201	ENSG00000266541	AP001381.1
30202	ENSG00000263627	PPP4R1-AS1
30203	ENSG00000285594	LINC02856
30204	ENSG00000168461	RAB31
30205	ENSG00000285653	AC006238.2
30206	ENSG00000168454	TXNDC2
30207	ENSG00000272799	AC006238.1
30208	ENSG00000101558	VAPA
30209	ENSG00000265554	AP005271.1
30210	ENSG00000287065	AP005209.2
30211	ENSG00000264876	AP005209.1
30212	ENSG00000266102	AP006219.1
30213	ENSG00000286499	AP006219.2
30214	ENSG00000260913	LINC01254
30215	ENSG00000287563	AP006219.3
30216	ENSG00000154856	APCDD1
30217	ENSG00000134265	NAPG
30218	ENSG00000265728	AP001099.1
30219	ENSG00000266604	LINC01887
30220	ENSG00000264072	AP001180.2
30221	ENSG00000260779	AP001180.1
30222	ENSG00000154864	PIEZO2
30223	ENSG00000264843	AP001180.4
30224	ENSG00000263952	AP005120.1
30225	ENSG00000267051	AP005229.1
30226	ENSG00000273119	AP005229.2
30227	ENSG00000267564	AP001109.1
30228	ENSG00000267425	LINC01928
30229	ENSG00000267252	LINC01255
30230	ENSG00000236396	SLC35G4
30231	ENSG00000267143	AP001120.2
30232	ENSG00000260759	AP001120.1
30233	ENSG00000141404	GNAL
30234	ENSG00000286812	AP001120.5
30235	ENSG00000267455	AP005137.1
30236	ENSG00000255112	CHMP1B
30237	ENSG00000267165	CHMP1B-AS1
30238	ENSG00000272703	AP005137.2
30239	ENSG00000154889	MPPE1
30240	ENSG00000273141	AP001269.4
30241	ENSG00000267079	AP001269.2
30242	ENSG00000141401	IMPA2
30243	ENSG00000266955	AP001269.1
30244	ENSG00000267480	AP001542.3
30245	ENSG00000267722	AP002414.5
30246	ENSG00000181626	ANKRD62
30247	ENSG00000267643	AP005264.4
30248	ENSG00000267247	AP005264.3
30249	ENSG00000176194	CIDEA
30250	ENSG00000267069	AP005264.1
30251	ENSG00000176014	TUBB6
30252	ENSG00000141385	AFG3L2
30253	ENSG00000141391	PRELID3A
30254	ENSG00000267108	AP001029.1
30255	ENSG00000267199	AP001029.2
30256	ENSG00000134278	SPIRE1
30257	ENSG00000128789	PSMG2
30258	ENSG00000101624	CEP76
30259	ENSG00000267249	AP005482.3
30260	ENSG00000266961	AP005482.2
30261	ENSG00000260302	AP005482.1
30262	ENSG00000175354	PTPN2
30263	ENSG00000085415	SEH1L
30264	ENSG00000266969	AP002449.1
30265	ENSG00000101639	CEP192
30266	ENSG00000267286	AP001198.2
30267	ENSG00000267239	AP001198.1
30268	ENSG00000168675	LDLRAD4
30269	ENSG00000267177	AP002505.1
30270	ENSG00000286926	AP002505.3
30271	ENSG00000267393	AP002439.1
30272	ENSG00000267690	LDLRAD4-AS1
30273	ENSG00000267694	AP005131.5
30274	ENSG00000267529	AP005131.4
30275	ENSG00000267702	AP005131.6
30276	ENSG00000267366	AP005131.2
30277	ENSG00000267136	AP005131.1
30278	ENSG00000272746	AP005131.7
30279	ENSG00000267503	AP005131.3
30280	ENSG00000266954	AP001010.1
30281	ENSG00000177150	FAM210A
30282	ENSG00000101654	RNMT
30283	ENSG00000176136	MC5R
30284	ENSG00000185231	MC2R
30285	ENSG00000175322	ZNF519
30286	ENSG00000267150	AC006557.1
30287	ENSG00000267356	AC006557.3
30288	ENSG00000286593	AP006261.1
30289	ENSG00000183206	POTEC
30290	ENSG00000180777	ANKRD30B
30291	ENSG00000265737	AP006565.1
30292	ENSG00000265786	LINC01906
30293	ENSG00000263618	AP005121.1
30294	ENSG00000266554	LINC01443
30295	ENSG00000264301	LINC01444
30296	ENSG00000263821	AP005121.2
30297	ENSG00000278923	AP005242.3
30298	ENSG00000263635	AP005242.1
30299	ENSG00000286815	AP005242.5
30300	ENSG00000264880	AP005901.2
30301	ENSG00000287723	AP005901.6
30302	ENSG00000286293	AP005901.5
30303	ENSG00000067900	ROCK1
30304	ENSG00000265984	AC022809.1
30305	ENSG00000141449	GREB1L
30306	ENSG00000265948	AC015878.2
30307	ENSG00000265751	AC015878.1
30308	ENSG00000141446	ESCO1
30309	ENSG00000167088	SNRPD1
30310	ENSG00000158201	ABHD3
30311	ENSG00000264188	AC106037.2
30312	ENSG00000265656	AC106037.3
30313	ENSG00000101752	MIB1
30314	ENSG00000265142	MIR133A1HG
30315	ENSG00000264149	AC103987.2
30316	ENSG00000265758	LINC01900
30317	ENSG00000263588	AC091043.1
30318	ENSG00000266010	GATA6-AS1
30319	ENSG00000141448	GATA6
30320	ENSG00000264012	AC091588.1
30321	ENSG00000266283	AC091588.3
30322	ENSG00000264825	AC091588.2
30323	ENSG00000273348	AC027449.1
30324	ENSG00000212710	CTAGE1
30325	ENSG00000265943	AC090912.1
30326	ENSG00000266850	AC090912.2
30327	ENSG00000101773	RBBP8
30328	ENSG00000273232	AC090912.3
30329	ENSG00000134508	CABLES1
30330	ENSG00000134490	TMEM241
30331	ENSG00000266495	AC011731.1
30332	ENSG00000101782	RIOK3
30333	ENSG00000141452	RMC1
30334	ENSG00000141458	NPC1
30335	ENSG00000154065	ANKRD29
30336	ENSG00000053747	LAMA3
30337	ENSG00000265752	AC010754.1
30338	ENSG00000168234	TTC39C
30339	ENSG00000264745	TTC39C-AS1
30340	ENSG00000265204	AC090772.2
30341	ENSG00000264924	AC090772.1
30342	ENSG00000154040	CABYR
30343	ENSG00000265750	AC090772.3
30344	ENSG00000141447	OSBPL1A
30345	ENSG00000264365	AC023983.1
30346	ENSG00000273321	AC023983.2
30347	ENSG00000154059	IMPACT
30348	ENSG00000265094	AC007922.2
30349	ENSG00000134489	HRH4
30350	ENSG00000264695	AC007922.1
30351	ENSG00000287611	AC007922.4
30352	ENSG00000266489	AC007922.3
30353	ENSG00000265485	LINC01915
30354	ENSG00000266573	AC018697.1
30355	ENSG00000264345	LINC01894
30356	ENSG00000265552	AC104961.1
30357	ENSG00000198795	ZNF521
30358	ENSG00000285595	AC105114.2
30359	ENSG00000264434	AC110603.1
30360	ENSG00000141380	SS18
30361	ENSG00000154611	PSMA8
30362	ENSG00000141384	TAF4B
30363	ENSG00000266237	AC121320.1
30364	ENSG00000263862	LINC01543
30365	ENSG00000134504	KCTD1
30366	ENSG00000277534	AC007996.1
30367	ENSG00000275805	AC090206.1
30368	ENSG00000260372	AQP4-AS1
30369	ENSG00000263677	AC012588.1
30370	ENSG00000265369	PCAT18
30371	ENSG00000263382	AC018371.1
30372	ENSG00000171885	AQP4
30373	ENSG00000154080	CHST9
30374	ENSG00000265374	LINC01908
30375	ENSG00000264151	AC090403.1
30376	ENSG00000264790	AC021382.1
30377	ENSG00000263611	AC068408.1
30378	ENSG00000286465	AC068408.2
30379	ENSG00000286426	AC090936.1
30380	ENSG00000170558	CDH2
30381	ENSG00000227279	AC110015.1
30382	ENSG00000274578	AC006249.1
30383	ENSG00000265994	AC090365.1
30384	ENSG00000265980	AC074237.1
30385	ENSG00000264587	AC117569.1
30386	ENSG00000287803	AC117569.2
30387	ENSG00000286605	AC115100.1
30388	ENSG00000266196	AC090506.1
30389	ENSG00000265670	AC016382.1
30390	ENSG00000134762	DSC3
30391	ENSG00000134755	DSC2
30392	ENSG00000265888	DSCAS
30393	ENSG00000134765	DSC1
30394	ENSG00000263698	AC012417.1
30395	ENSG00000134760	DSG1
30396	ENSG00000266729	DSG1-AS1
30397	ENSG00000175065	DSG4
30398	ENSG00000134757	DSG3
30399	ENSG00000266521	AC021549.1
30400	ENSG00000046604	DSG2
30401	ENSG00000264859	DSG2-AS1
30402	ENSG00000118271	TTR
30403	ENSG00000118276	B4GALT6
30404	ENSG00000259985	AC017100.1
30405	ENSG00000141437	SLC25A52
30406	ENSG00000153339	TRAPPC8
30407	ENSG00000263924	AC022960.1
30408	ENSG00000276282	AC022960.2
30409	ENSG00000263823	AC009831.1
30410	ENSG00000101695	RNF125
30411	ENSG00000274275	AC009831.3
30412	ENSG00000265008	AC011825.4
30413	ENSG00000134758	RNF138
30414	ENSG00000263393	AC011825.2
30415	ENSG00000141441	GAREM1
30416	ENSG00000141434	MEP1B
30417	ENSG00000263904	AC015563.1
30418	ENSG00000264982	AC015563.2
30419	ENSG00000285095	AC025887.2
30420	ENSG00000287994	AC009835.1
30421	ENSG00000263688	AC025887.1
30422	ENSG00000197705	KLHL14
30423	ENSG00000228835	AC012123.1
30424	ENSG00000263765	AC090371.2
30425	ENSG00000166960	CCDC178
30426	ENSG00000263450	AC090371.1
30427	ENSG00000267642	AC091198.1
30428	ENSG00000141431	ASXL3
30429	ENSG00000101746	NOL4
30430	ENSG00000267746	AC104985.1
30431	ENSG00000278052	AC104985.2
30432	ENSG00000134769	DTNA
30433	ENSG00000268873	AC022601.1
30434	ENSG00000278464	AC068506.1
30435	ENSG00000166974	MAPRE2
30436	ENSG00000274400	AC015967.1
30437	ENSG00000186812	ZNF397
30438	ENSG00000186814	ZSCAN30
30439	ENSG00000274184	AC011815.2
30440	ENSG00000268573	AC011815.1
30441	ENSG00000274918	AC116447.1
30442	ENSG00000172466	ZNF24
30443	ENSG00000186496	ZNF396
30444	ENSG00000275512	AC007998.4
30445	ENSG00000267583	AC007998.3
30446	ENSG00000153391	INO80C
30447	ENSG00000141429	GALNT1
30448	ENSG00000266965	AC090220.1
30449	ENSG00000267397	AC090229.1
30450	ENSG00000267627	AC118757.1
30451	ENSG00000141428	C18orf21
30452	ENSG00000141425	RPRD1A
30453	ENSG00000141424	SLC39A6
30454	ENSG00000134759	ELP2
30455	ENSG00000260552	AC023043.1
30456	ENSG00000075643	MOCOS
30457	ENSG00000274849	AC023043.4
30458	ENSG00000134775	FHOD3
30459	ENSG00000286890	AC055840.1
30460	ENSG00000134779	TPGS2
30461	ENSG00000150477	KIAA1328
30462	ENSG00000267039	AC016493.1
30463	ENSG00000267651	AC015961.1
30464	ENSG00000101489	CELF4
30465	ENSG00000267707	AC015961.2
30466	ENSG00000267202	AC090386.1
30467	ENSG00000285940	AC009899.1
30468	ENSG00000286716	AC108452.1
30469	ENSG00000268566	AC100781.1
30470	ENSG00000267374	MIR924HG
30471	ENSG00000283458	AC011139.1
30472	ENSG00000286559	AC099845.1
30473	ENSG00000267413	LINC01901
30474	ENSG00000283503	LINC01902
30475	ENSG00000261715	LINC01477
30476	ENSG00000286844	AC068688.1
30477	ENSG00000286328	AC079052.1
30478	ENSG00000267313	AC021504.1
30479	ENSG00000078142	PIK3C3
30480	ENSG00000276174	AC087683.2
30481	ENSG00000287007	AC087683.3
30482	ENSG00000267586	LINC00907
30483	ENSG00000286976	AC084335.1
30484	ENSG00000152214	RIT2
30485	ENSG00000287209	AC100779.1
30486	ENSG00000132872	SYT4
30487	ENSG00000285550	AC110014.1
30488	ENSG00000267337	LINC01478
30489	ENSG00000267414	AC120049.1
30490	ENSG00000152217	SETBP1
30491	ENSG00000267101	AC090376.1
30492	ENSG00000132874	SLC14A2
30493	ENSG00000267097	SLC14A2-AS1
30494	ENSG00000266988	AC021517.1
30495	ENSG00000285790	AC021517.2
30496	ENSG00000267354	AC091151.1
30497	ENSG00000287943	AC091151.5
30498	ENSG00000267193	AC023421.2
30499	ENSG00000266968	AC023421.1
30500	ENSG00000141469	SLC14A1
30501	ENSG00000197046	SIGLEC15
30502	ENSG00000152223	EPG5
30503	ENSG00000152229	PSTPIP2
30504	ENSG00000152234	ATP5F1A
30505	ENSG00000152240	HAUS1
30506	ENSG00000152242	C18orf25
30507	ENSG00000141622	RNF165
30508	ENSG00000285993	AC018931.1
30509	ENSG00000167210	LOXHD1
30510	ENSG00000101638	ST8SIA5
30511	ENSG00000270112	AC090241.2
30512	ENSG00000274776	AC090241.3
30513	ENSG00000078043	PIAS2
30514	ENSG00000167216	KATNAL2
30515	ENSG00000183791	ELOA3
30516	ENSG00000278674	ELOA3B
30517	ENSG00000274744	ELOA3D
30518	ENSG00000206181	ELOA2
30519	ENSG00000266957	AC012254.1
30520	ENSG00000267724	AC012254.3
30521	ENSG00000167220	HDHD2
30522	ENSG00000134049	IER3IP1
30523	ENSG00000215474	SKOR2
30524	ENSG00000287673	AC051635.1
30525	ENSG00000267761	MIR4527HG
30526	ENSG00000261307	AC102797.1
30527	ENSG00000175387	SMAD2
30528	ENSG00000269365	AC120349.1
30529	ENSG00000184828	ZBTB7C
30530	ENSG00000286583	AC105101.2
30531	ENSG00000134030	CTIF
30532	ENSG00000267762	AC048380.1
30533	ENSG00000267764	AC093567.1
30534	ENSG00000101665	SMAD7
30535	ENSG00000266905	AC114684.1
30536	ENSG00000264269	AC016866.1
30537	ENSG00000141627	DYM
30538	ENSG00000265128	AC016866.2
30539	ENSG00000266696	AC044840.1
30540	ENSG00000263895	AC100778.1
30541	ENSG00000287518	AC100778.4
30542	ENSG00000177576	C18orf32
30543	ENSG00000263916	AC100778.2
30544	ENSG00000265496	AC100778.3
30545	ENSG00000265681	RPL17
30546	ENSG00000264464	LINC02837
30547	ENSG00000101670	LIPG
30548	ENSG00000267674	AC090227.3
30549	ENSG00000167315	ACAA2
30550	ENSG00000267322	SNHG22
30551	ENSG00000167306	MYO5B
30552	ENSG00000267196	AC091044.1
30553	ENSG00000172361	CFAP53
30554	ENSG00000277310	AC090246.1
30555	ENSG00000141644	MBD1
30556	ENSG00000154832	CXXC1
30557	ENSG00000267695	AC105227.1
30558	ENSG00000154839	SKA1
30559	ENSG00000141639	MAPK4
30560	ENSG00000287381	AC012433.2
30561	ENSG00000134042	MRO
30562	ENSG00000082212	ME2
30563	ENSG00000141642	ELAC1
30564	ENSG00000141646	SMAD4
30565	ENSG00000176624	MEX3C
30566	ENSG00000227115	LINC01630
30567	ENSG00000286283	AC016383.3
30568	ENSG00000285695	AC016383.2
30569	ENSG00000266335	AC016383.1
30570	ENSG00000187323	DCC
30571	ENSG00000260433	LINC01917
30572	ENSG00000263438	LINC01919
30573	ENSG00000134046	MBD2
30574	ENSG00000277324	AC093462.1
30575	ENSG00000101751	POLI
30576	ENSG00000174448	STARD6
30577	ENSG00000166845	C18orf54
30578	ENSG00000178690	DYNAP
30579	ENSG00000041353	RAB27B
